Fecha ,Lote ,Origen,Variedad,Proceso,Beneficio ,Peso en Verde,Merma ,Peso en Tostado ,Perfil ,Temp. De inicio y final,Tiempo de tueste,Observaciones ,Tostador
08-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/193°,8:08,,LFQ
12-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,29.1,16.29,24.36,Filtrado ,175°/192°,8:01,,LFQ
16-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Espressso,175°/196°,8:41,,LFQ
17-08-22,10-190722,Jerico,Caturra,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/192°,8:05,,LFQ
18-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Espressso,175°/196°,8:42,,LFQ
18-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,36,15.28,30.5,Filtrado ,175°/192,8:05,,LFQ
22-08-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Espressso,175°/195°,8:52,,LFQ
29-8-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,86,18.60,70,Espressso,175°/195°,8:51,,LFQ
29-8-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/192° ,7:57,,LFQ
29-8-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/191° ,7:48,,LFQ
30-8-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Filtrado ,175°/192°,7:58,,LFQ
31-8-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,6,17.00,4.98,Espressso,175°/195°,8:42,,LFQ
2-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,27.8,16.55,23.2,Filtrado ,175°/192°,8:05,,LFQ
6-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,18,15.56,15.2,Filtrado ,175°/191°,8:06,,LFQ
13-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,23.7,16.12,19.88,Filtrado ,175°/192° ,8:07,,LFQ
16-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,25.5,18.27,20.84,Filtrado ,175°/192° ,8:01,,LFQ
16-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,9.5,21.05,7.5,Espressso,175°/195,8:39,,LFQ
26-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,86,18.60,70,Espressso,175°/196,8:38,,LFQ
26-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/193°,8:12,,LFQ
26-9-22,10-190722,Jerico,Dos mil ,Tradicional,Lavado ,30,17.33,24.8,Filtrado ,175°/191°,8:10,,LFQ
26-9-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:02,,LFQ
29-9-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,175°/194°,8:04,,LFQ
29-9-22,10-190722,Jerico,Dos mil ,Tradicional,Lavado ,9,16.56,7.51,Filtrado ,175°/192°,8:05,,LFQ
03-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/191°,8:00,,LFQ
03-10-22,10-190722,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/192°,8:02,,LFQ
5-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/192°,8:06,,LFQ
5-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,9.6,21.88,7.5,Espressso,175°/196°,8:51,,LFQ
13-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,32,18.75,26,Filtrado ,175°/192,8:01,,LFQ
13-10-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,18,16.67,15,Filtrado ,175°/191°,8:16,,LFQ
13-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°192°,8:15,,LFQ
13-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,3.2,21.88,2.5,Espressso,175°/196°,9:01,,LFQ
15-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/192°,8:02,,LFQ
24-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Filtrado ,175°/191°,8:02,,LFQ
27-10-22,01-190722,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/192°,8:10,,LFQ
2-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/192°,8:01,,LFQ
8-11-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,30,16.67,25,Filtrado ,175°/191°,8:16,,LFQ
8-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/192°,8:12,,LFQ
8-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,98,18.37,80,Espressso,175°/195°,8:45,,LFQ
10-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/192°,8:17,,LFQ
10-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,7.5,20.00,6,Espressso,175°/194°,8:47,,LFQ
11-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/191°,8:15,,LFQ
18-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/192°,8:08,,LFQ
21-11-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Espressso,175°/195°,8:14,,LFQ
29-11-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,42,16.67,35,Filtrado ,175°/191°,8:16,,LFQ
4-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/192°,8:14,,LFQ
4-12-22,08-241122,Jerico,Gesha ,Honey ,Honey ,3,13.33,2.6,Filtrado ,170°/189°,7:58,,LFQ
4-12-22,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,13.33,5.2,Filtrado ,175°/190°,8:01,,LFQ
4-12-22,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,6,13.33,5.2,Filtrado ,175°/191°,8:05,,LFQ
4-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6.2,19.35,5,Espressso,175°/195°,8:36,,LFQ
11-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/192°,8:01,,LFQ
11-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6.2,19.35,5,Espressso,175°/195,8:45,,LFQ
14-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,27,14.81,23,Filtrado ,175°/192°,8:05,,LFQ
18-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/191°,8:01,,LFQ
22-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/ 192°,8:06,,LFQ
22-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Espressso,175°/195°,8:45,,LFQ
22-12-22,08-241122,Jerico,Gesha ,Honey ,Honey ,3,14.00,2.58,Filtrado ,170°/189°,8:03,,LFQ
22-12-22,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,3,15.33,2.54,Filtrado ,175°/191°,8:23,,LFQ
27-12-22,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,3.2,15.63,2.7,Filtrado ,175°/ 192°,8:06,,LFQ
29-12-22,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,62,19.35,50,Filtrado ,175°/191°,8:18,,LFQ
30-12-22,01-301222,Jerico ,Colombia ,Tradicional ,Lavado ,144,16.7,120,Espresso,175°/196°,8:26,,LFQ
30-12-22,01-301222,Jerico ,Colombia ,Tradicional ,Lavado ,84,16.7,70,Filtrado,175°/191°,8:10,,LFQ
31-12-22,08-241122,Jerico,Gesha ,Honey ,Honey ,3.2,15.63,2.7,Filtrado ,170°/189°,8:03,,LFQ
4-1-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,9.2,18.48,7.5,Espressso,175°/195,8:14,,LFQ
6-1-23,08-241122,Jerico,Gesha ,Honey ,Honey ,2.8,15.00,2.38,Filtrado ,170°/189°,8:02,,LFQ
6-1-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6.2,18.06,5.08,Filtrado ,170°/191°,8:10,,LFQ
6-1-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,5,11.60,4.42,Filtrado ,170°/192°,8:05,,LFQ
6-1-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,15.5,16.65,12.92,Filtrado ,170°/191°,8:04,,LFQ
6-1-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6.2,19.35,5,Espressso,175°/195°,8:16,,LFQ
14-1-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6.2,19.35,5,Espressso,175°/195°,8:47,,LFQ
14-1-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,3,15.33,2.54,Filtrado ,175°/191°,8:23,,LFQ
14-1-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,15.33,5.08,Filtrado ,170°/191°,8:10,,LFQ
14-1-23,08-241122,Jerico,Gesha ,Honey ,Honey ,3,20.67,2.38,Filtrado ,170°/190°,8:02,,LFQ
17-1-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,3,17.67,2.47,Filtrado ,175°/191°,8:10,,LFQ
17-1-23,08-241122,Jerico,Gesha ,Honey ,Honey ,3,13.33,2.6,Filtrado ,175°/192°,8:21,,LFQ
26-01-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,66,20.45,52.5,Filtrado ,175°/191°,8:10,,LFQ
28-01-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,15.33,5.08,Filtrado ,170°/191°,8:10,,LFQ
28-01-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,15.33,5.08,Filtrado ,170°/190°,8:02,,LFQ
28-01-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6,15.17,5.09,Filtrado ,175°/191°,8:38,,LFQ
28-01-23,01-291022,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Espressso,175°/195°,8:16,,LFQ
30-1-23,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,12,16.67,10,Filtrado ,175°/191°,8:16,,LFQ
30-1-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,48,16.67,40,Filtrado ,175°/191°,8:38,,LFQ
30-1-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,62,19.35,50,Espressso,175°/195°,8:45,,LFQ
2-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Espressso,175°/195°,8:48,,LFQ
2-2-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,3,15.33,2.54,Filtrado ,175°/191°,8:23,,LFQ
9-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/192°,8:12,,LFQ
9-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Espresso,175°/195°,8:47,,LFQ
9-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,3.25,16.92,2.7,Filtrado,170°/191°,8:01,,LFQ
9-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,3.25,16.92,2.7,Filtrado ,170°/190°,8:32,,LFQ
9-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,2,15.00,1.7,Filtrado ,175°/191°,8:15,,LFQ
10-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,8,16.25,6.7,Filtrado ,175°/192°,8:20,,LFQ 
10-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,3.2,15.63,2.7,Filtrado ,175°/191°,8:14,,LFQ 
10-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,3.2,15.63,2.7,Filtrado ,175°/191°,8:18,,LFQ 
16-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,48,16.67,40,Filtrado ,175°/192°,8:41,,LFQ 
16-2-23,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,12,16.67,10,Filtrado ,175°/192°,8:25,,LFQ 
16-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,1.2,16.67,1,Filtrado,175°/190°,6:57,,LFQ 
16-2-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado,175°/190°,6:54,,LFQ 
16-2-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado,175°/190°,6:52,,LFQ 
18-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,58,16.38,48.5,Filtrado,175°/192°,8:14,,LFQ 
18-2-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.2,16.67,1,Filtrado,175°/195°,6:54,,LFQ 
18-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,15.00,5.1,Filtrado,170°/191°,8:20,,LFQ 
18-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,7.5,18.67,6.1,Filtrado,170°/190°,8:12,,LFQ 
18-2-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,4.2,19.05,3.4,Filtrado,175°/191°,8:36,,LFQ 
20-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado,175°/192°,8:14,,LFQ 
20-2-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.2,16.67,1,Filtrado,175°/191°,6:54,,LFQ 
20-2-23,01-291222,Jerico,Dos mil ,Tradicional,Lavado ,2.1,19.05,1.7,Filtrado,170°/191°,8:18,,LFQ 
20-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,2.6,21.54,2.04,Filtrado,175°/191°,8:14,,LFQ 
20-2-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado,175°/190°,6:52,,LFQ 
20-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,1.25,18.40,1.02,Filtrado,175°/191°,8:14,,LFQ 
21-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,2.5,18.40,2.04,Filtrado,175°/191°,8:36,,LFQ 
28-2-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,200,16.25,167.5,Espresso,175°/195°,8:47,,LFQ
28-2-23,09-190722,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrado ,175°/191°,8:10,,LFQ 
28-2-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,11.5,17.57,9.48,Filtrado ,175°/192°,8:21,,LFQ 
28-2-23,08-241122,Jerico,Gesha ,Honey ,Honey ,2.8,15.00,2.38,Filtrado ,175°/191°,8:10,,LFQ 
28-2-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,8.2,17.07,6.8,Filtrado ,170°/191°,8:10,,LFQ 
28-2-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado ,170°/190°,8:02,,LFQ 
1-3-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado,175°/190°,6:52,,LFQ 
1-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.2,16.67,1,Filtrado,175°/191°,6:54,,LFQ 
1-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,57,16.67,47.5,Filtrado,175°/195°,6:54,,LFQ 
1-3-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado,175°/190°,6:52,,LFQ 
4-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.2,16.67,1,Filtrado,175°/191°,6:50,,LFQ 
4-3-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado,175°/195°,6:54,,LFQ 
4-3-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado ,170°/190°,8:02,,LFQ 
6-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,4.2,19.05,3.4,Filtrado ,175°/192°,8:21,,LFQ 
6-3-23,08-241122,Jerico,Gesha ,Honey ,Honey ,4.2,19.05,3.4,Filtrado,175°/195°,6:54,,LFQ 
6-3-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,4.2,19.05,3.4,Filtrado ,170°/191°,8:10,,LFQ 
6-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,2,15.00,1.7,Filtrado,175°/195°,6:54,,LFQ 
6-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,0.6,16.67,0.5,Filtrado,175°/191°,6:54,,LFQ 
6-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,2.5,20.00,2,Espresso,175°/195°,8:47,,LFQ
8-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado,175°/195°,6:54,,LFQ 
8-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,2.5,16.00,2.1,Espresso,175°/195°,8:47,,LFQ
8-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,0.6,16.67,0.5,Filtrado,175°/191°,6:54,,LFQ 
11-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Espresso,175°/195°,8:47,,LFQ 
15-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,84,16.67,70,Filtrado ,170°/191°,8:10,,LFQ 
15-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,84,16.67,70,Espresso,175°/195°,8:49,,LFQ 
15-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,50,15.00,42.5,Filtrado ,175°/192°,8:47,,LFQ 
15-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,9,16.67,7.5,Filtrado,170°/190°,8:02,,LFQ 
17-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado,175°/190°,8:12,,LFQ 
17-3-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado,175°/190°,8:47,,LFQ 
17-3-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado,175°/192°,8:01,,LFQ 
17-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado,175°/195°,8:32,,LFQ 
23-03-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,21,16.67,17.5,Filtrado ,170°/191°,8:10,,LFQ 
23-03-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,4.4,18.18,3.6,Espresso,175°/195°,8:21,,LFQ 
23-03-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.6,18.75,1.3,Filtrado ,175°/192°,6:54,,LFQ 
28-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,158,17.72,130,Espresso ,175°/195°,8:32,,LFQ 
28-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,48,16.67,40,Filtrado ,175°/190°,8:02,,LFQ 
29-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/191°,8:12,,LFQ 
29-3-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,2.1,19.05,1.7,Filtrado ,175°/190°,8:15,,LFQ 
3-4-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,2.1,19.05,1.7,Filtrado ,170°/191°,6:54,,LFQ 
3-4-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.8,27.78,1.3,Filtrado ,170°/190°,8:32,,LFQ 
3-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,63,16.67,52.5,Filtrado ,175°/191°,8:02,,LFQ 
3-4-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
3-4-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
3-4-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado ,170°/191°,7:13,,LFQ 
7-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,156,16.67,130,Espresso ,170°/195°,8:54,,LFQ 
14-4-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrado ,170°/191°,8:12,,LFQ
18-4-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,4,15.00,3.4,Filtrado ,170°/190°,8:32,,LFQ 
20-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,9,16.67,7.5,Filtrado ,175°/191°,8:02,,LFQ 
20-4-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
20-4-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
20-4-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:13,,LFQ 
21-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Espresso ,170°/195°,8:54,,LFQ 
21-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/191°,8:05,,LFQ 
24-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,110,18.18,90,Espresso ,170°/195°,8:54,,LFQ 
24-4-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,24,16.67,20,Filtrado ,170°/191°,8:12,,LFQ
9-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,52,18.27,42.5,Filtrado ,175°/192°,8:05,,LFQ 
9-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
9-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
9-5-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:45,,LFQ 
15-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,195,17.95,160,Espresso ,170°/195°,8:54,,LFQ 
15-5-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrado ,170°/191°,8:12,,LFQ
17-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,45,16.67,37.5,Filtrado ,175°/192°,8:05,,LFQ 
18-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/191°,8:14,,LFQ 
18-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/190°,8:02,,LFQ 
18-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,3,16.67,2.5,Filtrado ,175°/191°,8:01,,LFQ 
18-5-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,2,15.00,1.7,Filtrado ,170°/190°,7:45,,LFQ 
23-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Filtrado ,175°/191°,8:14,,LFQ 
23-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,8,18.75,6.5,Espresso,175°/195°,8:21,,LFQ 
23-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,2.38,15.97,2,Filtrado ,175°/191°,8:01,,LFQ 
27-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/191°,8:17,,LFQ 
27-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/190°,8:21,,LFQ 
27-5-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:58,,LFQ 
27-5-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,1,20.00,0.8,Filtrado ,170°/189°,5:18,,LFQ
29-5-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,2.1,19.05,1.7,Filtrado ,170°/191°,6:54,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,86,18.60,70,Filtrado ,175°/191°,8:14,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,103,22.33,80,Espresso,175°/195°,8:21,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,74,18.92,60,Filtrado ,175°/191°,8:14,,LFQ 
1-6-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,2,16.00,1.68,Filtrado ,170°/189°,5:18,,LFQ
1-6-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,1.2,16.67,1,Filtrado ,170°/191°,6:54,,LFQ 
1-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,9,16.67,7.5,Filtrado ,175°/191°,8:01,,LFQ 
1-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/190°,8:21,,LFQ 
4-6-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,2,15.00,1.7,Filtrado ,170°/190°,7:45,,LFQ 
17-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,175°/192°,8:41,,LFQ 
17-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:12,,LFQ 
17-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:26,,LFQ 
17-6-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:45,,LFQ 
21-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,21,16.67,17.5,Filtrado ,175°/192°,8:41,,LFQ 
21-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,124,19.35,100,Espresso,175°/192°,8:41,,LFQ 
21-6-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,60,16.67,50,Filtrado ,170°/191°,8:12,,LFQ
22-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/192°,8:45,,LFQ 
22-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/192°,8:15,,LFQ 
22-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:29,,LFQ 
22-6-23,05-240123,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Espresso,175°/192°,8:48,,LFQ 
30-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/190°,8:40,,LFQ 
1-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/191°,8:35,,LFQ 
4-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Espresso,175°/195°,8:35,,LFQ 
4-7-23,08-040723,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:26,,LFQ 
